podstatné jmeno;typ;left;kwic;right;kwic pos;kwic pos2;kwic length
pocit;N-V;Kvůli své rodině má dlouhá léta ;pocit , že ji nemůže nikdo milovat , a ani Tom , který se k ní choval ;laskavě a láskyplně , to nedokázal změnit . ;N-Z-J-P-V-P-V-Z-J-J-N-Z-P-P-R-P-V;N-Z:-J,-PP-VB-PW-Vf-Z:-J^-J^-NN-Z:-P4-P7-RR-P5-V;17
pocit;N-V;Mám jenom ;pocit , že na takovémhle místě , kde žijí všichni pohromadě , by se měli poznat a chovat ;jako lidé . ;N-Z-J-R-P-N-Z-D-V-P-D-Z-V-P-V-V-J-V;N-Z:-J,-RR-PD-NN-Z:-Db-VB-PL-Db-Z:-Vc-P7-Vp-Vf-J^-V;18
pocit;N-V;Čím méně je složitostí v řízení a byrokracie , tím spíše může mít člověk ;pocit , že hospodaří na vlastním , a tím se chová ;rozumněji . ;N-Z-J-V-R-A-Z-J-P-P-V;N-Z:-J,-VB-RR-AA-Z:-J^-PD-P7-V;11
pocit;N-V;Mají ;pocit , že jsou dospělí a musí se chovat ;přiměřeně postavení a věku . ;N-Z-J-V-N-J-V-P-V;N-Z:-J,-VB-NN-J^-VB-P7-V;9
pocit;N-V;„ Mám ;pocit , že se k Janu Husovi chováme ;poněkud macešsky . ;N-Z-J-P-R-N-N-V;N-Z:-J,-P7-RR-NN-NN-V;8
pocit;N-V;Já z něj a z jeho fanoušků mám ;pocit , že se chovaj ;, jako když někteří Češi v devětatřicátým nadšeně vítali Němce a přitom vůbec nevěděli , koho vítaj . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Nejspíš má ;pocit , že už matku přerostl , a vzhledem k tomu , jak se ona chová ;, bude lepší , když se dostane z jejího vlivu . ;N-Z-J-D-N-V-Z-J-R-R-P-Z-D-P-P-V;N-Z:-J,-Db-NN-Vp-Z:-J^-RF-RR-PD-Z:-Db-P7-PP-V;16
pocit;N-V;Jane měla ;"pocit , že situace si žádá nějaké vysvětlení : "" Asi se chovám ";jako vyděšený zajíc , ale já si nemůžu pomoct . ;N-Z-J-N-P-V-P-N-Z-Z-T-P-V;N-Z:-J,-NN-P7-VB-PZ-NN-Z:-Z:-TT-P7-V;13
pocit;N-V;Měl jsem ;pocit , že dělníci ke mně nechovají ;žádné sympatie , ba že jsou ke mně dokonce nepřátelští , naschvál projíždějí s těmi obrovskými náklaďáky tak těsně kolem a cákají bláto , děsí Foxe . ;N-Z-J-N-R-P-V;N-Z:-J,-NN-RV-PP-V;7
pocit;N-V;Člověk má ;pocit , že by se tady snad i dokázal chovat ;statečně , zvlášť když připočte svoje najky , Calvina Kleina , svoje mládí a taky to , že je doopravdy nevinnej . ;N-Z-J-V-P-D-T-J-V-V;N-Z:-J,-Vc-P7-Db-TT-J^-Vp-V;10
pocit;N-V;mám ;pocit , že bychom se měli chovat ;podobně , jako když rostlina pouští lístky . každý list , každá maličkost v přírodě , královně kreace , je pro člověka inspirací . fascinuje mě , jak zraje pole , jak slída barví jezera , jak večer hnijou hrušky a ráno se na nich objeví pupeny . ;N-Z-J-V-P-V-V;N-Z:-J,-Vc-P7-Vp-V;7
pocit;N-V;Policisté měli ;pocit , že muž se nechoval ;úplně normálně . ;N-Z-J-N-P-V;N-Z:-J,-NN-P7-V;6
pocit;N-V;„ Jen z nich mám ;pocit , že mě nesnášejí , protože se na schůzi rady chovali ;hodně nepříjemně . ;N-Z-J-P-V-Z-J-P-R-N-N-V;N-Z:-J,-PH-VB-Z:-J,-P7-RR-NN-NN-V;12
pocit;N-V;Když zemřel můj manžel , malíř Jiří John , měla jsem ;pocit strašlivého osamění , protože mí nejlepší přátelé , kteří se chovali ;skvěle , byli zaskočeni : najednou nevěděli , kdo jsem . ;N-A-N-Z-J-P-A-N-Z-P-P-V;N-AA-NN-Z:-J,-PS-AA-NN-Z:-P4-P7-V;12
pocit;N-V;Když jsem ji držela , měla jsem ;pocit , jako bych chovala ;část sebe samé , svou ledvinu nebo svá játra , které mi někdo vytrhl z těla . ;N-Z-J-V-V;N-Z:-J,-Vc-V;5
pocit;N-V;Měl ;pocit , že se jeho srdce chová ;jako horník zavalený v dole a tluče v nepravidelných intervalech , aby upozornilo , že je ještě naživu . ;N-Z-J-P-P-N-V;N-Z:-J,-P7-PS-NN-V;7
pocit;N-V;Sami hráči měli ;"pocit , že je míč neposlouchá ; jinak odskakoval , jinak se choval ";. ;N-Z-J-P-N-V-Z-D-V-Z-D-P-V;N-Z:-J,-PP-NN-VB-Z:-Db-Vp-Z:-Db-P7-V;13
pocit;N-V;Díky tomu má řidič ;pocit , že mu spolujezdec říká , jak se má chovat ;, kam jet a podobně . ;N-Z-J-P-N-V-Z-D-P-V-V;N-Z:-J,-PH-NN-VB-Z:-Db-P7-VB-V;11
pocit;N-V;Jistě , přírodní katastrofy spolu s těmi , které si způsobujeme sami , nás provázejí od počátku dějin , mám však neochvějný ;pocit , že zlé následky této záplavy mohly být menší , kdybychom se k přírodě chovali ;pokorněji a nedávali pyšně najevo svou velmi problematickou převahu . ;N-Z-J-A-N-P-N-V-V-A-Z-J-P-R-N-V;N-Z:-J,-AA-NN-PD-NN-Vp-Vf-AA-Z:-J,-P7-RR-NN-V;16
pocit;N-V;""" Často mívám ";pocit , že se kraj nechová ;k Českým Budějovicím jako k metropoli jižních Čech a bere od nich řadu věcí jako samozřejmost . ;N-Z-J-P-N-V;N-Z:-J,-P7-NN-V;6
pocit;N-V;Když odešel z jejího bytu , pořád si nebyl jistý , jak se vlastně jmenuje , a měl ;pocit , že se chová ;jako parazit . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Zdálo se , že ho nezná , což bylo pro Oskara nanejvýš příjemné zjištění : nejenže se mu ani za mák nechtělo besedovat o literatuře , ale především měl v poslední době zneklidňující ;pocit , že se o něj všechny ty mladé dívky nezajímají ani tak kvůli němu samotnému ( například kvůli tomu , jak vypadá , jak se chová ;nebo jak mluví ) , nýbrž pouze kvůli tomu , že ho viděly v televizi nebo četly jeho poslední rozhovor v Cosmopolitanu . ;N-Z-J-P-R-P-P-P-A-N-V-J-D-R-P-A-Z-T-R-P-Z-D-V-Z-D-P-V;N-Z:-J,-P7-RR-P5-PL-PD-AA-NN-VB-J^-Db-RR-P5-AA-Z:-TT-RR-PD-Z:-Db-VB-Z:-Db-P7-V;27
pocit;N-V;Máte ;pocit , že se ministři chovají ;korupčně ? ;N-Z-J-P-N-V;N-Z:-J,-P7-NN-V;6
pocit;N-V;Měla ;pocit , že podobně se teď chová ;k ní . ;N-Z-J-D-P-D-V;N-Z:-J,-Dg-P7-Db-V;7
pocit;N-V;Občas dokonce můžete mít ;pocit , že se k vám zlomyslně chovají ;nejen lidé , ale i věci ! ;N-Z-J-P-R-P-D-V;N-Z:-J,-P7-RR-PP-Dg-V;8
pocit;N-V;Až po vlastní rodiče , u nichž mám najednou ;pocit , aby se vyloženě nezačali chovat ;"podle té knížky , "" říká spisovatel , jemuž právě rodiče posloužili jako námět k některým úspěšným povídkám . ";N-Z-J-P-D-V-V;N-Z:-J,-P7-Dg-Vp-V;7
pocit;N-V;Možná měl ;pocit , že se k němu chovám ;povýšeně ? ;N-Z-J-P-R-P-V;N-Z:-J,-P7-RR-P5-V;7
pocit;N-V;A také jsem měl nepříjemný ;pocit , že jsem se k vám choval ;"trochu přezíravě . "" ";N-Z-J-V-P-R-P-V;N-Z:-J,-VB-P7-RR-PP-V;8
pocit;N-V;Mám ;pocit , že všichni někam spěchají a moc se neumí k sobě hezky chovat ;. ;N-Z-J-P-D-V-J-D-P-V-R-P-D-V;N-Z:-J,-PL-Db-VB-J^-Db-P7-VB-RR-P6-Dg-V;14
pocit;N-V;"zvířata domácí - Naše přirozené pudy a pocity - jako je rozmnožování nebo touha být opečováván - , které jsme vycvičili nebo zavřeli do klece v závislosti na tom , co se vyskytuje ve snu - sen ukazuje , co s touto stránkou své přirozenosti děláme ; ";pocity , že se k nám ostatní chovají ;jako ke cvičenému zvířátku - jenom abychom poslouchali a dělali to , co po nás chce osoba , na níž jsme závislí . ;N-Z-J-P-R-P-A-V;N-Z:-J,-P7-RR-PP-AA-V;8
pocit;N-V;„ Místní ale po filmu mají ;pocit , že se k městu nechovám ;hezky . ;N-Z-J-P-R-N-V;N-Z:-J,-P7-RR-NN-V;7
pocit;N-V;Ačkoli však Maddie Tylerův tón ani jednání neschvalovala , nemohla si neklást stejnou otázku jako on : Jestliže Bill ví , jaké ;pocity jeho děti vůči Noreen chovají ;, proč ji sem proboha posílal ? ;N-P-N-R-X-V;N-PS-NN-RR-X@-V;6
pocit;N-V;Na druhou stranu mám ;pocit , že v momentě , kdy je někde válka , a v Sýrii prokazatelně válka je , bychom se měli chovat ;jako lidi k lidem . ;N-Z-J-R-N-Z-D-V-D-N-Z-J-R-N-D-N-V-Z-V-P-V-V;N-Z:-J,-RR-NN-Z:-Db-VB-Db-NN-Z:-J^-RR-NN-Dg-NN-VB-Z:-Vc-P7-Vp-V;22
pocit;N-V;Máme ze sebe lepší ;pocit , když se chováme ;způsobem , díky němuž na nás ostatní reagují pozitivně . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Věděla , že si toho sestra všimne a bude mít ;pocit , že se k ní Kathryn chová ;povýšeně . ;N-Z-J-P-R-P-N-V;N-Z:-J,-P7-RR-P5-NN-V;8
pocit;N-V;Zpočátku měla Judith ;pocit , že se jí vyhýbají , a později že se k ní chovají ;vyloženě nepřátelsky . ;N-Z-J-P-P-V-Z-J-D-J-P-R-P-V;N-Z:-J,-P7-PP-VB-Z:-J^-Dg-J,-P7-RR-P5-V;14
pocit;N-V;I když mám ;pocit , že by se možná ke mně sovětské úřady tehdy za komunismu jako k nemocnému chovaly ;lépe . “ ;N-Z-J-V-P-T-R-P-A-N-D-R-N-J-R-N-V;N-Z:-J,-Vc-P7-TT-RV-PP-AA-NN-Db-RR-NN-J,-RR-NN-V;17
pocit;N-V;Bridget měla ;pocit , že se chová ;nevděčně , a tak spěšně řekla : ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;… Tak se osvobodil od uspokojení i neuspokojení , a kdykoliv pocítí nějaký ;pocit , radostný nebo strastný , tento pocit nechová ;, nepěstuje ani se v něm neuzavírá , ustane v něm uspokojování z pocitů . ;N-Z-A-J-A-Z-P-N-V;N-Z:-AA-J^-AA-Z:-PD-NN-V;9
pocit;N-V;Listování stránkami adresáře provázel Oskar i dnes přihlouplými a často poněkud přisprostlými polohlasnými poznámkami , kterými ovšem pouze zaháněl ;pocit osamělosti před nadcházejícím víkendem a které byly navíc ve značném rozporu s tím , jak pozorně a zdvořile se pak k oněm dívkám většinou choval ;. ;N-N-R-A-N-J-P-V-D-R-A-N-R-P-Z-D-D-J-D-P-D-R-P-N-D-V;N-NN-RR-AG-NN-J^-P4-Vp-Db-RV-AA-NN-RR-PD-Z:-Db-Dg-J^-Dg-P7-Db-RR-PD-NN-Db-V;26
pocit;N-V;Bill měl ;pocit , že na to , že je poměrně slušný mladík , který nechce nikomu ubližovat a vždy se ke všem snaží chovat ;férově , s ním tohoto letního dne prozřetelnost nezachází vůbec v rukavičkách . ;N-Z-J-R-P-Z-J-V-D-A-N-Z-P-V-P-V-J-D-P-R-P-V-V;N-Z:-J,-RR-PD-Z:-J,-VB-Dg-AA-NN-Z:-P4-VB-PW-Vf-J^-Db-P7-RV-PL-VB-V;23
pocit;N-V;To od něj nebylo příliš prozíravé , už tak měla ;pocit , že se nechová ;loajálně k matce . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Máte ;pocit , že se stát chová ;stejně k malým i běžným školám ? ;N-Z-J-P-N-V;N-Z:-J,-P7-NN-V;6
pocit;N-V;Stále více měl ;pocit , že jeho rodiče — osoby , jimž po celý svůj život důvěřoval — se chovají ;jako lháři . ;N-Z-J-P-N-Z-N-Z-P-R-A-P-N-V-Z-P-V;N-Z:-J,-PS-NN-Z:-NN-Z:-PJ-RR-AA-P8-NN-Vp-Z:-P7-V;17
pocit;N-V;Občas mám ;pocit , že se hosté k nám ženám chovají ;trochu uctivěji , než k mužským kolegům , což může být výhoda . ;N-Z-J-P-N-R-P-N-V;N-Z:-J,-P7-NN-RR-PP-NN-V;9
pocit;N-V;Je jen dobré vědět , jaký jsem a jaký životní styl mi přinese ;pocit uspokojení , a podle toho se chovat ;třeba volit typ profese . ;N-N-Z-J-R-P-P-V;N-NN-Z:-J^-RR-PD-P7-V;8
pocit;N-V;Abych přebila ;pocity studu ze své pohodlnosti , chovám ;se jako puberťačka . ;N-N-R-P-N-Z-V;N-NN-RV-P8-NN-Z:-V;7
pocit;N-V;Doufal , že unavený povzdech a zlost by mohly nějak převážit ;pocit , kterým v poslední době trpěl - že se chová ;jako blázen . ;N-Z-P-R-A-N-V-Z-J-P-V;N-Z:-P4-RR-AA-NN-Vp-Z:-J,-P7-V;11
pocit;N-V;Za třebíčský policejní dopravní inspektorát se vyjádřil Jan Šrutka : „ Řidič , který do obce vjíždí , musí mít adekvátní ;pocit , že jede do zástavby , aby se tak mohl chovat ;jako v obci . ;N-Z-J-V-R-N-Z-J-P-D-V-V;N-Z:-J,-VB-RR-NN-Z:-J,-P7-Db-Vp-V;12
pocit;N-V;Jsou ve věku , kdy mají ;pocit , že naprosto originálně se chová ;jen ten , kdo co nejdůkladněji napodobuje druhé . ;N-Z-J-D-D-P-V;N-Z:-J,-Db-Dg-P7-V;7
pocit;N-V;Zlobil jsem se na ni , protože jsem měl ;pocit , že se nechová ;poctivě a že dovoluje ne právě obdivuhodným pocitům , aby nabyly vrch nad rozumem . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Jindy , po vraždě statečného člověka , který měl ;pocit , že se nesluší obrátit hlavu na druhou stranu a jít dál , chová ;- li se někdo odporně , vyzvala policie veřejnost , abychom raději neriskovali . ;N-Z-J-P-V-V-N-R-C-N-J-V-D-Z-V;N-Z:-J,-P7-VB-Vf-NN-RR-Cr-NN-J^-Vf-Db-Z:-V;15
pocit;N-V;Máte ;pocit , že se k sobě lidé dřív chovali ;lépe ? ;N-Z-J-P-R-P-N-D-V;N-Z:-J,-P7-RR-P6-NN-Dg-V;9
pocit;N-V;Měl ;pocit , že bude asi zvracet , až bude muset stáhnout okýnko a chovat ;se , jako že je všechno v pořádku . ;N-Z-J-V-T-V-Z-J-V-V-V-N-J-V;N-Z:-J,-VB-TT-Vf-Z:-J,-VB-Vf-Vf-NN-J^-V;14
pocit;N-V;PRAHA – Máte ;pocit , že se k vám vaši bližní nechovají ;zrovna uctivě ? ;N-Z-J-P-R-P-P-N-V;N-Z:-J,-P7-RR-PP-PS-NN-V;9
pocit;N-V;V okamžiku , kdy mají ;pocit , že nad svou sokyní zvítězili a jsou ochotni se k ní chovat ;blahosklonně , ukáže se , jak je jejich pocit mylný . ;N-Z-J-R-P-N-V-J-V-A-P-R-P-V;N-Z:-J,-RR-P8-NN-Vp-J^-VB-AC-P7-RR-P5-V;14
pocit;N-V;„ Pokud má PVV ;pocit , že se k ní stavbaři nechovají ;dobře , asi má právo bránu zavřít . ;N-Z-J-P-R-P-N-V;N-Z:-J,-P7-RR-P5-NN-V;8
pocit;N-V;Charlotte viděla , jak Oliverovi začínají cukat koutky , a měla ;pocit , že je na čase chovat ;"se taktně . "" V téhle věci se nikdy neshodneme , takže se dohodněme , že se nedohodneme . ";N-Z-J-V-R-N-V;N-Z:-J,-VB-RR-NN-V;7
pocit;N-V;Peltovi „ Minulost šéfa FAČR určitě dává ;pocit části fanoušků , kteří skandují vulgární výrazy , že se chovají ;;N-N-N-Z-P-V-A-N-Z-J-P-V;N-NN-NN-Z:-P4-VB-AA-NN-Z:-J,-P7-V;12
pocit;N-V;Po pravdě řečeno jsem měla ;pocit , že rasisticky se chová ;spíš Julie , když chce rozhodovat o tom , co se má Venus líbit , a říká : „ Jediné vhodné životní vzory pro tebe jsou ty , které vypadají jako ty , i když jsou jenom vymyšlené . “ ;N-Z-J-D-P-V;N-Z:-J,-Dg-P7-V;6
pocit;N-V;""" Máme ";pocit , že bychom měli lidem v Babicích začít vracet to , že nás vzali mezi sebe , že se k nám nechovají ;"jako k přivandrovalcům . "" ";N-Z-J-V-V-N-R-N-V-V-P-Z-J-P-V-R-P-Z-J-P-R-P-V;N-Z:-J,-Vc-Vp-NN-RR-NN-Vf-Vf-PD-Z:-J,-PP-Vp-RR-P6-Z:-J,-P7-RR-PP-V;23
pocit;N-V;Pocit , že je špatná matka , když není pořád s ním , rychle přebil ;pocit , že vrátit se do práce je nejlepší věc na světě , ta jistota , že je dokáže uživit , to vědomí , že se nezbláznila , že tu práci zvládá , pokaždý se za Oliverem těšit , ne vyčerpávající každodennost koukání , jak si mimino hraje s chrastítkem a jak se vzteká , radost , že ho po tom půldni ( a pak celém dni ) vidí , chovat ;se k němu líp , nepodléhat tak snadno té frustraci , že život nebude už nic jinýho než koloběh spaní , krmení a přebalování , nestýkat se s matkami , co každý den mixovaly pro své děti všemožnou zeleninku a ovoce a svoje děti nosily na břiše v šátku , ;N-Z-J-V-P-R-N-V-A-N-R-N-Z-P-N-Z-J-P-V-V-Z-P-N-Z-J-P-V-Z-J-P-N-V-Z-D-P-R-N-V-Z-T-A-N-N-Z-D-P-N-V-R-N-J-D-P-V-Z-N-Z-J-P-R-P-N-Z-J-D-A-N-Z-V-Z-V;N-Z:-J,-Vf-P7-RR-NN-VB-AA-NN-RR-NN-Z:-PD-NN-Z:-J,-PP-VB-Vf-Z:-PD-NN-Z:-J,-P7-Vp-Z:-J,-PD-NN-VB-Z:-Db-P7-RR-NN-Vf-Z:-TT-AG-NN-NN-Z:-Db-P7-NN-VB-RR-NN-J^-Db-P7-VB-Z:-NN-Z:-J,-PH-RR-PD-NN-Z:-J^-Db-AA-NN-Z:-VB-Z:-V;71
pocit;N-V;Pobytem v prostředí tak nezvyklém jsem se naučil jinak vidět i vnímat ... moje rozlišovací schopnosti se zaostřovaly zejména na věci praktické a jednoduché ... čím víc jsem se s nimi setkával , tím víc ve mně budily ;pocit bezpečí ... ani ojedinělá blízkost jaguára či pumy mi nenaháněla obavu , že se v nestřeženém okamžiku stanu jejich kořistí ... sdílel jsem s nimi jejich svět , tudíž jsem k nim patřil ... zpočátku mě sledovali , ale nikoliv s ostražitou nedůvěrou ... soudil jsem tak z jejich poněkud lenivých pohybů a ospalého mžourání ... snažil jsem se v jejich přítomnosti chovat ;tak nenuceně , jak jsem jen dokázal , a to je zřejmě uklidňovalo ... v mém chování nebylo nic výhružného , kromě nože jsem nevlastnil zbraň ... luk ani šípy ... vztyčené kopí by je určitě varovalo ... ;N-N-Z-J-A-N-N-J-N-P-V-N-Z-J-P-R-A-N-V-P-N-Z-V-V-R-P-P-N-Z-J-V-R-P-V-Z-D-P-V-Z-J-T-R-A-N-Z-V-V-D-R-P-D-A-N-J-A-N-Z-V-V-P-R-P-N-V;N-NN-Z:-J^-AA-NN-NN-J^-NN-PH-Vp-NN-Z:-J,-P7-RR-AA-NN-VB-PS-NN-Z:-Vp-VB-RR-P5-PS-NN-Z:-J^-VB-RR-P5-Vp-Z:-Db-PH-Vp-Z:-J^-TT-RR-AA-NN-Z:-Vp-VB-Db-RR-PS-Db-AA-NN-J^-AA-NN-Z:-Vp-VB-P7-RR-PS-NN-V;64
pocit;N-V;Já mám ;pocit , že lidi tady nevědí , co dělají , nevědí , jak se správně chovat ;na veřejnosti . ;N-Z-J-N-D-V-Z-P-V-Z-V-Z-J-P-D-V;N-Z:-J,-NN-Db-VB-Z:-PQ-VB-Z:-VB-Z:-J,-P7-Dg-V;16
pocit;N-V;Někdy mám ;pocit , že většina dlužníků se chová ;vzorně do doby , než jim oddlužení schválíme . ;N-Z-J-N-N-P-V;N-Z:-J,-NN-NN-P7-V;7
pocit;N-V;mu přišlo zvláštní , že je v tomhle bytě – jak se sem vůbec dostal a proč ? – stojí vedle neznámé postarší ženské a kdovíproč se snaží připevnit kobereček , který visí nad jejím gaučem s modrým přehozem , a ta ženská doufá , že uspěje – přibližně stejný ;pocit zakoušel , když otevírala dveře svého bytu – zámek hned nepovolil a jemu se zdálo , že se ve chvíli , kdy otáčela klíčem , pokradmu ohlédla , jako by se chtěla ubezpečit , že je nikdo nevidí , tak se chová ;člověk , když se dopouští něčeho zakázaného – hřebík se ohnul do oblouku – vzal si od ní druhý hřebík , teď už ho zatloukal bez jakékoli naděje a přitom se bolestivě praštil kladivem přes prsty . ;N-V-Z-J-V-N-P-N-Z-N-D-V-J-P-P-V-Z-J-P-R-N-Z-D-V-N-Z-D-V-Z-J-V-P-V-V-Z-J-P-P-V-Z-J-P-V;N-Vp-Z:-J,-Vp-NN-P8-NN-Z:-NN-Db-Vp-J^-PP-P7-Vp-Z:-J,-P7-RV-NN-Z:-Db-Vp-NN-Z:-Db-Vp-Z:-J,-Vc-P7-Vp-Vf-Z:-J,-PP-PW-VB-Z:-J^-P7-V;43
pocit;N-V;Pozdravila se s přítelkyněmi , které potkala , aniž by prozradila své ;pocity nebo se chovala ;jinak než obvykle . ;N-J-P-V;N-J^-P7-V;4
pocit;N-V;» Přes Frenštát jsme přešly hladce ve třech utkáních a já měl ;pocit , že holky se na hřišti chovaly ;dost mazácky , « varuje Čada předem . ;N-Z-J-N-P-R-N-V;N-Z:-J,-NN-P7-RR-NN-V;8
pocit;N-V;Blanka vůbec nechápe , o čem Olina mluví , za to všechno může Libor , že se nemůže soustředit a je teď tady za blbku , přitom ona tohle taky umí , orientovat se v návodech , takhle zas bude mít Olina ;pocit , že je jediná , která umí věci řešit a chová ;se racionálně , a to prostě není pravda , ona , Blanka , si měla ten návod přečíst sama a teď komandovat ona Olinu . ;N-Z-J-V-A-Z-P-V-N-V-J-V;N-Z:-J,-VB-AA-Z:-P4-VB-NN-Vf-J^-V;12
pocit;N-V;Pokud máte ;pocit , že se vaše dítě chová ;špatně proto , aby si získalo vaši pozornost , jelikož jste zaneprázdnění , ustaraní nebo deprimovaní , řešením není být jen pevnější a jasnější . ;N-Z-J-P-P-N-V;N-Z:-J,-P7-PS-NN-V;7
pocit;N-V;Krátce řečeno , neměli byste tyto překlady dělat , nemáte - li ;pocit , že se domorodci ke gavagaiům chovají docela tak , jak se my chováme ;ke králíkům , a že se Němci chovají k Unheimlichkeit stejně jako my k bezdomoví . ;N-Z-J-P-N-R-X-V-D-D-Z-D-P-P-V;N-Z:-J,-P7-NN-RV-X@-VB-Db-Db-Z:-Db-P7-PP-V;15
pocit;N-V;Mám ;pocit , že mě za ruku drží celá ta džungle a že když se k ní budu slušně chovat ;, nabídne mi nejen úspěch při pohybu v ní , ale možná i štěstí v životě . ;N-Z-J-P-R-N-V-A-P-N-J-J-J-P-R-P-V-D-V;N-Z:-J,-PH-RR-NN-VB-AA-PD-NN-J^-J,-J,-P7-RR-P5-VB-Dg-V;19
pocit;N-V;Mám takový ;pocit , že zatím co my Češi se přirozeně umíme chovat ;jako druhořadá velmoc , Francie se to teprve bude muset pracně učit . ;N-Z-J-D-D-P-N-P-D-V-V;N-Z:-J,-Db-Db-PP-NN-P7-Dg-VB-V;11
pocit;N-V;""" Veletrh ve mně zanechal ";pocit , že se všichni chovají ;"ve stylu "" prodej , co můžeš ... "" a doklady o kvalitě se často vůbec nezabývají , "" říká Ladislav Bukovský . ";N-Z-J-P-P-V;N-Z:-J,-P7-PL-V;6
pocit;N-V;Mám ;pocit , že se chovají ;stejně . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Vyvolává obdobné euforické ;pocity jako mefedron , často však také halucinace a paranoidní bludy a lidé pod jejím vlivem se chovají ;značně podivně . ;N-J-N-Z-D-J-D-N-J-A-N-J-N-R-P-N-P-V;N-J,-NN-Z:-Dg-J^-Db-NN-J^-AA-NN-J^-NN-RR-PS-NN-P7-V;18
pocit;N-V;Kromě toho všeho je to taky krize důvěry a loajality – lidé najednou mají ;pocit , že „ jejich “ instituce – vlády , podniky atd . – se k nim chovají ;naprosto neloajálně , a oni jim tudíž jsou oprávněni oplácet stejně ( loajalita je dvoustranný vztah ) . ;N-Z-J-Z-P-Z-N-Z-N-Z-N-B-Z-Z-P-R-P-V;N-Z:-J,-Z:-PS-Z:-NN-Z:-NN-Z:-NN-Bb-Z0-Z:-P7-RR-P5-V;18
pocit;N-V;Podle týdeníku tak mají mnozí členové ;pocit , že se jejich strana osvobodila od „ mlýnského kamene “ , který představovaly neoblíbené Schröderovy reformy , a může se chovat ;„ autenticky levicově “ . ;N-Z-J-P-P-N-V-R-Z-A-N-Z-Z-P-V-A-A-N-Z-J-V-P-V;N-Z:-J,-P7-PS-NN-Vp-RR-Z:-AA-NN-Z:-Z:-P4-Vp-AA-AU-NN-Z:-J^-VB-P7-V;23
pocit;N-V;Ale občas si říkám , jestli se ti líbí bejt surovec , nebo jestli máš ;pocit , že se tak musíš chovat ;, aby si někdo nemyslel , že jsi taky magor . ;N-Z-J-P-D-V-V;N-Z:-J,-P7-Db-VB-V;7
pocit;N-V;Měla ;pocit , že se k ní odměřeně chovají ;nejen téměř cizí lidi z okolí , ale i její kamarádky . ;N-Z-J-P-R-P-D-V;N-Z:-J,-P7-RR-P5-Dg-V;8
pocit;N-V;Důležité je , že k tomu docházelo i v případě respondentů , kteří mají ;pocit , že mají dobré znalosti o tom , „ jak se chovají ;hospodářská zvířata “ , a že by dokázali „ snadno určit podle etikety ty výrobky , které pocházejí z výrobních systémů s dobrou životní pohodou zvířat “ . ;N-Z-J-V-A-N-R-P-Z-Z-D-P-V;N-Z:-J,-VB-AA-NN-RR-PD-Z:-Z:-Db-P7-V;13
pocit;N-V;Mnozí lidé si vypěstují neurózu , protože takto nerozlišují , pokud měli špatné vzory , ale mají ;pocit , že se musejí chovat ;stejně jako jejich rodiče nebo jiní dospělí , kteří na ně měli vliv . ;N-Z-J-P-V-V;N-Z:-J,-P7-VB-V;6
pocit;N-V;Nesledoval jsem to úplně detailně , ale mám ;pocit , že jeho štáb vydal dementi , protože jak jsem se o tom bavil s Mafrou , tak pokud komerční přílohu nacením jako celostránky a ne jako přílohu , tak se pak cenotvorba chová ;jinak . ;N-Z-J-P-N-V-N-Z-J-D-V-P-R-P-V-R-N-Z-J-J-A-N-V-J-N-J-T-J-N-Z-J-P-D-N-V;N-Z:-J,-PS-NN-Vp-NN-Z:-J,-Db-VB-P7-RR-PD-Vp-RR-NN-Z:-J^-J,-AA-NN-VB-J,-NN-J^-TT-J,-NN-Z:-J^-P7-Db-NN-V;35
pocit;N-V;Jakmile ;pocit sounáležitosti zakusily , často se chovaly ;lépe a projevovaly více sebeúcty , než kolik bych v nich dokázala vybudovat já sama . ;N-N-V-Z-D-P-V;N-NN-Vp-Z:-Dg-P7-V;7
pocit;N-V;""" Dotyčný může mít ";pocit , že to není on sám , ale někdo jiný , a podle toho se také chová ;. ;N-Z-J-P-V-P-P-Z-J-P-A-Z-J-R-P-P-D-V;N-Z:-J,-PD-VB-PP-PL-Z:-J^-PZ-AA-Z:-J^-RR-PD-P7-Db-V;18
pocit;N-V;A mám samozřejmě ;pocit , že lidi v těch různých zemích přemýšlejí a chovají ;se trochu odlišným způsobem . ;N-Z-J-N-R-P-A-N-V-J-V;N-Z:-J,-NN-RR-PD-AA-NN-VB-J^-V;11
pocit;N-V;Nemáte ;pocit , že režim , který se tímto způsobem chová ;k občanům , by bylo záhodno změnit ? ;N-Z-J-N-Z-P-P-P-N-V;N-Z:-J,-NN-Z:-P4-P7-PD-NN-V;10
pocit;N-V;Říkáte , že jste měl ;pocit , že se k vám chová ;vlídně a že vás opravdu léčí . ;N-Z-J-P-R-P-V;N-Z:-J,-P7-RR-PP-V;7
